product,version,update,release_date
flash_player,31.0.0.108,*,2018-09
flash_player,31.0.0.122,*,2018-09
flash_player,31.0.0.148,*,2018-11
flash_player,32.0.0.101,*,2018-12
flash_player,32.0.0.114,*,2019-01
flash_player,32.0.0.142,*,2019-02
flash_player,32.0.0.156,*,2019-03
flash_player,32.0.0.171,*,2019-04
flash_player,32.0.0.192,*,2019-05
flash_player,32.0.0.207,*,2019-06
flash_player,32.0.0.223,*,2019-07
flash_player,32.0.0.238,*,2019-08
flash_player,32.0.0.255,*,2019-09
flash_player,32.0.0.270,*,2019-10
flash_player,32.0.0.293,*,2019-11
flash_player,32.0.0.303,*,2019-12
flash_player,32.0.0.314,*,2020-01
flash_player,32.0.0.321,*,2020-01
flash_player,32.0.0.330,*,2020-02
flash_player,32.0.0.344,*,2020-03
flash_player,32.0.0.363,*,2020-04
