"APT","campaign","vulnerability","exploited_time","published_time","reserved_time","product","version","update","os"
"APT37","298790","CVE-2015-3105","2015-07-01","2015-06-01","2015-04-01","flash_player","9.0.31","*","windows"
"Threat Group-3390","298875","CVE-2015-5123","2015-08-01","2015-07-01","2015-06-01","flash_player","9.0.31","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","flash_player","9.0.31","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","flash_player","9.0.31","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","flash_player","9.0.31","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","flash_player","9.0.31","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","flash_player","9.0.31","*","windows"
"Lazarus Group","298827","CVE-2015-8651","2017-01-01","2015-12-01","2015-12-01","flash_player","9.0.31","*","windows"
"Darkhotel","298819","CVE-2015-8651","2015-11-01","2015-12-01","2015-12-01","flash_player","9.0.31","*","windows"
"APT37","298781","CVE-2014-8439","2016-05-01","2014-11-01","2014-10-01","flash_player","9.0.31","*","windows"
"BlackOasis","298794","CVE-2015-5119","2015-06-01","2015-07-01","2015-06-01","flash_player","9.0.31","*","windows"
"APT18","298739","CVE-2015-5119","2015-07-01","2015-07-01","2015-06-01","flash_player","9.0.31","*","windows"
"APT3","298765","CVE-2015-5119","2015-07-01","2015-07-01","2015-06-01","flash_player","9.0.31","*","windows"
"Threat Group-3390","298875","CVE-2015-5119","2015-08-01","2015-07-01","2015-06-01","flash_player","9.0.31","*","windows"
"APT37","298781","CVE-2015-5119","2016-05-01","2015-07-01","2015-06-01","flash_player","9.0.31","*","windows"
"Darkhotel","298814","CVE-2015-5119","2015-07-01","2015-07-01","2015-06-01","flash_player","9.0.31","*","windows"
"BlackOasis","298794","CVE-2016-0984","2015-06-01","2016-02-01","2015-12-01","flash_player","9.0.31","*","windows"
"APT37","298780","CVE-2016-4171","2016-03-01","2016-06-01","2016-04-01","flash_player","9.0.31","*","windows"
"APT28","298756","CVE-2015-7645","2015-10-01","2015-10-01","2015-10-01","flash_player","9.0.31","*","windows"
"APT37","298788","CVE-2015-7645","2016-06-01","2015-10-01","2015-10-01","flash_player","9.0.31","*","windows"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","flash_player","9.0.31","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","1","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","1","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","_reader9.5.3","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","_reader9.5.3","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","6.0.1","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","6.0.1","*","windows"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9.4.3","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","9.4.3","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","9.4.3","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","9.1.3","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","9.1.3","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9.1.3","*","*"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","9.4","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","9.4","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.4","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.4","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","9.4","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","9.4","*","windows"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9.5.4","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","9.5.4","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","9.3","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","9.3","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9.3","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","9.3.3","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","9.3.3","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9.3.3","*","*"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","6.0.4","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","6.0.4","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","7.1.1","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","7.1.1","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","8.2.6","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","8.2.6","*","windows"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","10.0.1","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","10.0.1","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","10.0.1","*","*"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","9.4.1","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.4.1","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.4.1","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","9.4.1","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","9.4.1","*","windows"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","9.4.1","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","2","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","2","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","10.0.2","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","10.0.2","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","10.0.2","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","10.0.2","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","10.0.2","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","6.0.5","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","6.0.5","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","5.0.5","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","5.0.5","*","windows"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","10.0.1","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","10.0.1","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","10.0.1","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","10.0.1","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","10.0.1","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","10.0.1","*","windows"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","6.0.1","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","6.0.1","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","11","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","11","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","11","*","*"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","7.0.9","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","7.0.9","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","9.3.2","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","9.3.2","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9.3.2","*","*"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","6.0.3","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","6.0.3","*","*"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","10","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","10","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","10","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","10","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","10","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","10","*","windows"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","9.1.1","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9.1.1","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","9.1.1","*","*"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","6.0.4","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","6.0.4","*","*"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","9.1.1","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","9.1.1","*","windows"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","9.1.1","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","9.1.1","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.1.1","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.1.1","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","9.1.1","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","9.1.1","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","4.0.5","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","4.0.5","*","windows"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","9.5.3","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","9.5.3","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9.5.3","*","*"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","7.0.1","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","7.0.1","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","10","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","10","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","10","*","*"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","4.0.5a","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","4.0.5a","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","8.2.5","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","8.2.5","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","8.1.2","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","8.1.2","*","windows"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","7.0.5","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","7.0.5","*","*"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","9.3.3","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","9.3.3","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.3.3","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.3.3","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","9.3.3","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","9.3.3","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","9.3.3","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","9.3.3","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","4","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","4","*","windows"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","9.4.2","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","9.4.2","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.4.2","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.4.2","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","9.4.2","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","9.4.2","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","8.1.1","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","8.1.1","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","7.1.4","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","7.1.4","*","windows"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","8.1","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","8.1","*","*"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","3","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","3","*","windows"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","9.4.1","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","9.4.1","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9.4.1","*","*"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","7.0.2","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","7.0.2","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","3.1","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","3.1","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","5.0.10","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","5.0.10","*","windows"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","10.1.3","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","10.1.3","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","10.1.3","*","*"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","8.1.1","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","8.1.1","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","9.3.1","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9.3.1","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","9.3.1","*","*"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","9.1","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","9.1","*","windows"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","9.1","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","9.1","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.1","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.1","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","9.1","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","9.1","*","windows"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","9.3.4","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","9.3.4","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.3.4","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.3.4","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","9.3.4","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","9.3.4","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","9.3.4","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","9.3.4","*","windows"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","8","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","8","*","*"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","7.0.4","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","7.0.4","*","*"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","8.1.4","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","8.1.4","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","9.1.2","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.1.2","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.1.2","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","9.1.2","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","9.1.2","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","9.1.2","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","9.1.2","*","windows"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","9.1.2","*","windows"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","9","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","9","*","*"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9","*","*"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","7.0.3","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","7.0.3","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","5","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","5","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","7.0.5","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","7.0.5","*","windows"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","7.0.6","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","7.0.6","*","*"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","7.0.8","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","7.0.8","*","*"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","8.2.4","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","8.2.4","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","9","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","9","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","9","*","windows"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","9","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","9","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","9","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","9.3","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","9.3","*","windows"
"APT12","298727","CVE-2011-0609","2011-02-01","2011-03-01","2011-01-01","acrobat","9.3","*","windows"
"Taidoor","299213","CVE-2011-0611","2011-10-01","2011-04-01","2011-01-01","acrobat","9.3","*","windows"
"APT12","298731","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.3","*","windows"
"Dust Storm","299116","CVE-2011-0611","2011-04-01","2011-04-01","2011-01-01","acrobat","9.3","*","windows"
"Dust Storm","299118","CVE-2011-0611","2012-06-01","2011-04-01","2011-01-01","acrobat","9.3","*","windows"
"Taidoor","299214","CVE-2011-0611","2011-06-01","2011-04-01","2011-01-01","acrobat","9.3","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","8.1.3","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","8.1.3","*","windows"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","7.1.2","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","7.1.2","*","windows"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","10.1.2","*","*"
"Turla","298884","CVE-2013-3346","2013-02-01","2013-08-01","2013-05-01","acrobat","10.1.2","*","*"
"APT29","298760","CVE-2013-0640","2013-02-01","2013-02-01","2012-12-01","acrobat","10.1.2","*","*"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","8.1.5","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","8.1.5","*","windows"
"admin@338","298726","CVE-2009-4324","2009-12-01","2009-12-01","2009-12-01","acrobat","7.0.7","*","*"
"Taidoor","299214","CVE-2009-4324","2011-06-01","2009-12-01","2009-12-01","acrobat","7.0.7","*","*"
"Scarlet Mimic","298853","CVE-2010-2883","2013-01-01","2010-09-01","2010-07-01","acrobat","5.0.6","*","windows"
"Ke3chang","299154","CVE-2010-2883","2012-01-01","2010-09-01","2010-07-01","acrobat","5.0.6","*","windows"
"Turla","298884","CVE-2013-2729","2013-02-01","2013-05-01","2013-03-01","acrobat","9.4","*","*"
