product,version,update,release_date,advisory
flash_player,17.0.0.190,*,2015-06,
flash_player,18.0.0.203,*,2015-07,APSB15-16
flash_player,13.0.0.302,*,2015-07,APSB15-16
flash_player,18.0.0.209,*,2015-07,APSB15-18
flash_player,13.0.0.309,*,2015-07,APSB15-18
flash_player,17.0.0.191,*,2015-07,
flash_player,18.0.0.232,*,2015-08,APSB15-19
flash_player,19.0.0.185,*,2015-09,APSB15-23
flash_player,18.0.0.241,*,2015-09,APSB15-23
flash_player,19.0.0.207,*,2015-10,APSB15-25
flash_player,18.0.0.252,*,2015-10,APSB15-25
flash_player,19.0.0.226,*,2015-10,APSB15-27
flash_player,18.0.0.255,*,2015-10,APSB15-27
flash_player,19.0.0.245,*,2015-11,APSB15-28
flash_player,18.0.0.261,*,2015-11,APSB15-28
flash_player,20.0.0.228,*,2015-12,APSB15-32
flash_player,20.0.0.235,*,2015-12,APSB15-32
flash_player,18.0.0.268,*,2015-12,APSB15-32
flash_player,20.0.0.267,*,2015-12,APSB16-01
flash_player,18.0.0.324,*,2015-12,APSB16-01
flash_player,20.0.0.306,*,2016-02,APSB16-04
flash_player,18.0.0.329,*,2016-02,APSB16-04
flash_player,21.0.0.182,*,2016-03,APSB16-08
flash_player,18.0.0.333,*,2016-03,APSB16-08
flash_player,21.0.0.213,*,2016-04,APSB16-10
flash_player,18.0.0.343,*,2016-04,APSB16-10
flash_player,21.0.0.242,*,2016-05,APSB16-15
flash_player,18.0.0.352,*,2016-05,APSB16-15
flash_player,22.0.0.192,*,2016-06,APSB16-18
flash_player,18.0.0.360,*,2016-06,APSB16-18
flash_player,22.0.0.209,*,2016-07,APSB16-25
flash_player,18.0.0.366,*,2016-07,APSB16-25
flash_player,23.0.0.162,*,2016-09,APSB16-29
flash_player,18.0.0.375,*,2016-09,APSB16-29
flash_player,23.0.0.185,*,2016-10,APSB16-32
flash_player,18.0.0.382,*,2016-10,APSB16-32
flash_player,23.0.0.205,*,2016-10,APSB16-36
flash_player,23.0.0.207,*,2016-11,APSB16-37
flash_player,24.0.0.186,*,2016-12,APSB16-39
flash_player,24.0.0.194,*,2017-01,APSB17-02
flash_player,24.0.0.221,*,2017-02,APSB17-04
flash_player,25.0.0.127,*,2017-03,APSB17-07
flash_player,25.0.0.148,*,2017-04,APSB17-10
flash_player,25.0.0.171,*,2017-05,APSB17-15
flash_player,26.0.0.126,*,2017-06,APSB17-17
flash_player,26.0.0.131,*,2017-06,
flash_player,26.0.0.137,*,2017-07,APSB17-21
flash_player,26.0.0.151,*,2017-08,APSB17-23
flash_player,27.0.0.130,*,2017-09,APSB17-28
flash_player,27.0.0.159,*,2017-10,
flash_player,27.0.0.170,*,2017-10,APSB17-32
flash_player,27.0.0.183,*,2017-10,
flash_player,27.0.0.187,*,2017-11,APSB17-33
flash_player,28.0.0.126,*,2017-12,APSB17-42
flash_player,28.0.0.137,*,2018-01,APSB18-01
flash_player,28.0.0.161,*,2018-02,APSB18-03
flash_player,29.0.0.113,*,2018-03,APSB18-05
flash_player,29.0.0.140,*,2018-04,APSB18-08
flash_player,29.0.0.171,*,2018-05,APSB18-16
flash_player,30.0.0.113,*,2018-06,APSB18-19
flash_player,30.0.0.134,*,2018-07,APSB18-24
flash_player,30.0.0.154,*,2018-08,APSB18-25
flash_player,31.0.0.108,*,2018-09,APSB18-31
flash_player,31.0.0.122,*,2018-10,
flash_player,31.0.0.148,*,2018-11,APSB18-39
flash_player,31.0.0.153,*,2018-11,APSB18-44
flash_player,32.0.0.101,*,2018-12,APSB18-42
flash_player,32.0.0.114,*,2019-01,
flash_player,32.0.0.142,*,2019-02,APSB19-06
flash_player,32.0.0.156,*,2019-03,
flash_player,32.0.0.171,*,2019-04,APSB19-19
flash_player,32.0.0.192,*,2019-05,APSB19-26
flash_player,32.0.0.207,*,2019-06,APSB19-30
flash_player,32.0.0.223,*,2019-07,
flash_player,32.0.0.238,*,2019-08,
flash_player,32.0.0.255,*,2019-09,APSB19-46
flash_player,32.0.0.270,*,2019-10,
flash_player,32.0.0.293,*,2019-11,
flash_player,32.0.0.303,*,2019-12,
flash_player,32.0.0.314,*,2020-01,
flash_player,32.0.0.321,*,2020-01,
flash_player,32.0.0.330,*,2020-02,APSB20-06
flash_player,32.0.0.344,*,2020-03,
flash_player,32.0.0.363,*,2020-04,
flash_player,32.0.0.387,*,2020-06,APSB20-30
